Sale_ID,Dealership_City,Brand,Model,Fuel_Type,Transmission,Color,Segment,Customer_Age,Gender,Ex_Showroom_Price,Discount_INR,Finance_Type,EMI_Months,Test_Drive_Taken,Trade_In_Vehicle,Customer_Rating,Repeat_Buyer,Sale_Date,Salesperson_ID,Accessories_Added,Waiting_Days
CAR30156,Kerala,Volkswagen,EcoSport,Hybrid,CVT,Grey,suv,46,M,2000000,₹0,Leasing,48 months,YES,no,5,0,2/20/2019,SP103,yes,7 days
CAR30157,Tamil Nadu,Honda,City,CNG,amt,White,MUV, 42,Male,"₹900,000",10000,bank loan,36 months,0,1,NA,YES,24-5-2021,SP108,Y,7 days
CAR30158,Telangana,Tata Motors,Scorpio,CNG,Automatic,Silver,Luxury, 46,male,"₹900,000",0,Cash,36,No,N,5,YES,24.6.2019,SP113,no,21
CAR30159,Maharashtra,Hyundai,i20,petrol,amt,Red,SUV,40,Male,2000000.0,75000,bank loan,NA,YES,N,5,N,11/23/2020,SP107,N,7
CAR30160,Telangana,Mahindra,i20,Electric,CVT,Red,SUV,46.0,Male,700000.0,25000,In-House Finance,60,YES,yes,3,N,4/7/2021,SP107,N,7 days
CAR30161,Andhra Pradesh,Hyundai,Fortuner,CNG,CVT,Black,suv,55.0,Female,5000000.0,₹100000,bank loan,36 months,NO,Y,3,1,2.8.2024,SP108,yes,7
CAR30162,Telangana,Mahindra,Scorpio,CNG,Automatic,SILVER,Sedan,36.0,male,Rs.700000,50000,Cash,NA,1,Y,3,yes,15.10.2022,SP107,yes,60
CAR30163,Bihar,Maruti Suzuki,Nexon,Petrol,AMT,SILVER,hatchback, 40,male,"₹3,000,000",50000,Bank Loan,48 months,NO,No,5,No,9/19/2022,SP105,N,60
CAR30164,Gujarat,Tata Motors,Hector,petrol,manual,Grey,Sedan,23,male,"₹1,200,000",75000,Cash,60,No,no,4,1,17-4-2019,SP120,no,NA
CAR30165,Gujarat,Renault,Slavia,Petrol,CVT,red,suv,58,female,"₹900,000",₹50000,Bank Loan,12,Yes,YES,5,N,6/16/2022,SP117,no,14
CAR30166,Andhra Pradesh,Honda,Swift,electric,manual,Silver,Sedan,43.0,female,"₹700,000",₹50000,CASH,NA,Yes,Yes,3,0,8/2/2024,SP119,Y,0
CAR30167,Uttar Pradesh,Maruti Suzuki,Nexon,CNG,manual,Grey,sedan,36.0,Male,700000,25000,bank loan,60,no,yes,NA,yes,12-6-2022,SP109,NO,30 days
CAR30168,Maharashtra,Ford,Hector,CNG,Automatic,Grey,hatchback,46,M,5000000.0,25000,Leasing,36,No,No,5,NO,2023-06-03,SP118,NO,14
CAR30169,West Bengal,Mahindra,City,Hybrid,AUTOMATIC,Black,Hatchback,41.0,Male,"₹2,000,000",0,Leasing,48 months,1,Yes,5,YES,05/02/2020,SP109,Yes,7
CAR30170,Madhya Pradesh,Volkswagen,Scorpio,Petrol,CVT,Black,Luxury, 51,MALE,2500000,25000,Cash,NA,1,1,4,no,3-9-2022,SP118,Yes,30
CAR30171,Karnataka,Renault,i20,DIESEL,Manual,Blue,Mid-Range,24,M,"₹2,500,000",50000,Leasing,NA,0,Yes,5,0,9/12/2022,SP120,No,30 days
CAR30172,Telangana,Hyundai,Polo,CNG,AUTOMATIC,white,Mid-Range,44.0,F,1500000,75000,Cash,36,Yes,Y,4,yes,26-1-2021,SP120,YES,7 days
CAR30173,Kerala,Renault,Kwid,Electric,Manual,Red,Mid-Range,35,Male,1500000.0,10000,bank loan,60,NO,1,4,yes,4-10-2021,SP115,No,30 days
CAR30174,West Bengal,Maruti Suzuki,Slavia,electric,amt,SILVER,SUV,57.0,Female,Rs.3000000,50000,Cash,60,NO,yes,5,yes,17/08/2022,SP102,0,0
CAR30175,Andhra Pradesh,Mahindra,Kwid,petrol,CVT,white,Hatchback,25.0,Male,1500000,₹100000,EMI,12,1,Yes,3,yes,20-10-2020,SP117,1,7
CAR30176,Uttar Pradesh,MG,Kwid,petrol,manual,White,Budget, 51,M,500000,75000,Leasing,NA,NO,0,5,1,16-4-2024,SP102,N,30
CAR30177,Madhya Pradesh,Hyundai,Fortuner,petrol,manual,Grey,Budget,43.0,male,900000,₹75000,EMI,12,Y,YES,5,yes,8-10-2020,SP111,NO,7 days
CAR30178,Gujarat,MG,Seltos,CNG,Manual,white,MUV,52,F,500000,25000,bank loan,48 months,YES,Y,5,0,10/20/2021,SP110,Y,7 days
CAR30179,Rajasthan,Mahindra,Fortuner,electric,Automatic,Red,MUV,43,Male,5000000,75000,emi,36 months,yes,NO,5,1,22.5.2022,SP117,yes,45
CAR30180,Telangana,Maruti Suzuki,Seltos,Diesel,Manual,Red,MUV,43,male,Rs.1500000,₹100000,emi,36,no,YES,5,YES,14.1.2019,SP104,no,0
CAR30181,Kerala,Tata Motors,Kwid,DIESEL,amt,Silver,suv, 30,Female,1200000,10000,emi,48,N,1,5,1,3/3/2024,SP113,Y,21
CAR30182,Gujarat,Kia,Fortuner,Electric,Automatic,Black,SUV,49,male,900000,50000,Cash,NA,YES,0,3,0,3-2-2022,SP104,1,60
CAR30183,Tamil Nadu,Kia,Scorpio,CNG,CVT,SILVER,Sedan,42,female,5000000.0,10000,Bank Loan,36,No,no,3,1,2.5.2020,SP105,no,14
CAR30184,Tamil Nadu,Toyota,Seltos,Diesel,CVT,red,Luxury,53.0,female,"₹1,200,000",100000,bank loan,NA,No,yes,5,0,5/4/2023,SP101,NO,7 days
CAR30185,Tamil Nadu,Hyundai,Nexon,DIESEL,AUTOMATIC,SILVER,Budget, 43,Female,500000,0,CASH,24,No,0,5,NO,1.1.2023,SP120,yes,45
CAR30186,Karnataka,Mahindra,i20,cng,AMT,Blue,Luxury,31.0,Female,700000.0,100000,EMI,36 months,1,Y,4,NO,11-1-2024,SP112,NO,21
CAR30187,West Bengal,Honda,City,electric,manual,Grey,Budget,29.0,MALE,Rs.900000,10000,CASH,48 months,0,no,5,Y,15.9.2024,SP115,Y,NA
CAR30188,Madhya Pradesh,Volkswagen,Seltos,CNG,CVT,Red,SUV,30.0,Male,1200000,10000,Leasing,72,Yes,0,4,N,5.10.2022,SP107,NO,45
CAR30189,Gujarat,Renault,Kwid,DIESEL,amt,white,Sedan,43.0,male,Rs.2000000,50000,EMI,12,YES,1,4,N,24.8.2020,SP115,NO,30
CAR30190,Gujarat,Mahindra,Slavia,electric,Automatic,white,sedan,52.0,M,"₹3,000,000",0,emi,72,1,Yes,4,yes,16-3-2021,SP120,No,0
CAR30191,Gujarat,Mahindra,Swift,electric,manual,Silver,SUV,31,M,Rs.700000,75000,Bank Loan,36 months,Y,0,3,No,14.12.2019,SP113,1,21
CAR30192,Telangana,Volkswagen,Nexon,Diesel,amt,red,Budget,52,female,700000,25000,Bank Loan,36 months,Yes,N,5,Y,2021-01-03,SP105,yes,7 days
CAR30193,Rajasthan,Kia,i20,Hybrid,AUTOMATIC,White,SUV,59.0,M,3000000.0,25000,bank loan,24,1,YES,3,Y,12/18/2021,SP115,Y,21
CAR30194,Uttar Pradesh,Ford,Slavia,Electric,CVT,Grey,Budget,48.0,male,Rs.2000000,75000,Cash,60,Y,N,5,no,8/11/2021,SP116,Y,7
CAR30195,Uttar Pradesh,MG,Scorpio,Hybrid,AUTOMATIC,white,hatchback,32.0,F,Rs.1200000,0,Leasing,36,N,Yes,,Y,11.3.2021,SP102,0,0
CAR30196,Madhya Pradesh,MG,Scorpio,Hybrid,manual,SILVER,Mid-Range,48,Male,"₹2,000,000",₹50000,In-House Finance,60,N,Y,3,no,5.9.2024,SP113,no,NA
CAR30197,Madhya Pradesh,MG,Hector,cng,AMT,white,Sedan, 42,M,2500000,50000,Leasing,12,1,no,5,1,2023-03-25,SP120,Y,30
CAR30198,Tamil Nadu,Kia,Hector,Electric,amt,white,Luxury,52,M,2000000,₹50000,In-House Finance,24,Yes,YES,3,NO,12/20/2020,SP112,Y,45
CAR30199,Andhra Pradesh,Tata Motors,Kwid,cng,AUTOMATIC,Grey,Luxury,47.0,M,500000.0,0,CASH,36 months,yes,NO,5,1,24/03/2021,SP116,No,NA
